Title,DOI,URL,Description,Published At,Source,Authors,License
"Replication Data for: ""Advocates of Climate Action? The Age of Members of Parliament and their Activity in Legislative Debates on Climate Change""",doi:10.7910/DVN/FFLNYR,https://doi.org/10.7910/DVN/FFLNYR,"This data replicates the findings of the manuscript ""Does Age Make a Difference? The Effect of MPs’ Age on their Activity in Parliamentary Debates on Climate Change"" (Climate Action, forthcoming). Abstract: Parliamentary debates are an important stage in the process of designing new policies and play an important role for discussing the policy reactions to exogenous events like the Covid-19 pandemic or long-term developments like climate change. We combine theories on vote-seeking strategies of political actors with theoretical accounts that highlight the impact of personal characteristics of politicians and argue that in particular younger Members of Parliament (MPs) should put more emphasis on issues related to climate change and its consequences than older MPs. We test our hypotheses on the basis of an original dataset covering all parliamentary debates that focus on issues related to climate change in the German Bundestag from 2013 until 2021, thus concentrating on a time period when climate change became a highly salient issue among the German public. We find that the age of MPs matters: the younger MPs are, the more speeches they contribute to parliamentary debates related to climate policy.",2022-07-04T20:59:23Z,Harvard Dataverse,"Debus, Marc; Himmelrath, Noam",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Assessing the relative influence of party unity on vote choice: Evidence from a conjoint experiment,doi:10.7910/DVN/V294KT,https://doi.org/10.7910/DVN/V294KT,"Observational studies and anecdotal evidence suggest that party unity improves a party’s electoral performance. Yet, due to a lack of experimental evidence, the causal standing of these findings remains unclear. Moreover, party unity manifests in various ways and we do not know how much different types of party unity affect the vote. Relying on a conjoint experiment implemented in a probability-based survey of the German population, our study unveils the distinct causal effect of different forms of party unity on vote choice. We further establish that appearing united can compensate for substantive policy distances between parties and voters. These findings have important implications for our understanding of how citizens vote and how intra-party politics affects the political representation of citizens in democracies.",2022-08-01T12:55:18Z,Harvard Dataverse,"Lehrer, Roni",http://creativecommons.org/publicdomain/zero/1.0
 Age Structure and Political Violence: A Re-Assessment of the ‘Youth Bulge’ Hypothesis,doi:10.7910/DVN/2LY2WB,https://doi.org/10.7910/DVN/2LY2WB,"A popular hypothesis in international studies states that a ‘youth bulge’ – an age pyramid dominated by large cohorts between 15 and 29 years of age – increases the risk of political violence. However, empirical evidence on this link remains inconclusive to date. In this article, we systematically assess the youth effect using new data from 183 countries between 1996 and 2015. We find that within countries, a decrease in the youth ratio is generally associated with a decrease in the number of violent deaths from terrorism or other internal conflicts, and vice versa. This is also confirmed in out-of-sample predictions. However, the association is not evident in all constellations and sensitive to modeling issues. In particular, large cohorts of young males can become a disruptive power in countries that increase enrollment in post-primary education. Although this is usually followed by fertility decline, youth bulges often remain at record levels for quite some time due to high birth rates in the past. Strong labor markets can in general suppress the detrimental consequences of youth bulges. However, the combination of growing youth cohorts and educational expansion often leads to increased political violence even in the presence of low youth unemployment.",2018-09-15T19:48:08Z,Harvard Dataverse,Hannes Weber,http://creativecommons.org/publicdomain/zero/1.0
Trial fairness before impact: Tracing the link between post-conflict trials and peace stability,doi:10.7910/DVN/YY7XBX,https://doi.org/10.7910/DVN/YY7XBX,"In this study, I investigate the impact of post-conflict trials on peace stability in post-conflict countries. I contend that empirical effects of post-conflict trials are contingent upon the partiality of the proceedings. While impartial trials promote accountability and confidence in the rule of law, partisan trials marginalize opposition forces and provide selective amnesties for government allies. To create comparable insights on partiality levels of post-conflict trials, I conduct an expert survey evaluating all major post-conflict trials between 1946 and 2005 (53 trials in total). The findings reveal that most trials were partisan while few represented genuine instances of accountability-seeking. Building on these insights, a quantitative analysis disentangles the impacts of partisan and impartial trials on peace stability using a global sample of post-conflict episodes (N=265). The results demonstrate that positive effects of post-conflict trials on peace stability are primarily driven by partisan trials. Hence, the correlation between post-conflict trials and peace stability is mainly a product of power consolidation operating through coercive victor’s justice. While impartial post-conflict trials likewise tend to stabilize peace, their incidence is too small to trace a generalizable effect in a quantitative analysis. In light of these findings, this study calls for restraint when making consequentialist arguments about choices of post-conflict justice instruments.",2019-12-18T15:38:14Z,Harvard Dataverse,"Steinert, Christoph",http://creativecommons.org/publicdomain/zero/1.0
PGMD summary information version 1.0,doi:10.7910/DVN/LK52QL,https://doi.org/10.7910/DVN/LK52QL,This PGMD summary information dataset uses the pro-government militia group as the unit of analysis and contains basic information on each group,2017-05-18T09:13:41Z,Harvard Dataverse,"Carey, Sabine",http://creativecommons.org/publicdomain/zero/1.0
"Reproduction files for: Chancellor Merkel, the European Debt Crisis and the AfD: An Analysis of Voting Behaviour in the 2013 Federal Election",doi:10.7910/DVN/ARKBAT,https://doi.org/10.7910/DVN/ARKBAT,"Code to reproduce all findings reported in the paper. Data are publicly available for download; see instructions in ""Mader_Schoen_2014_reproduction_stata2mplus.do"".",2018-01-03T11:53:24Z,Harvard Dataverse,"Mader, Matthias; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for: Ideological voting in context: The case of Germany during the Merkel era,doi:10.7910/DVN/UPOCLT,https://doi.org/10.7910/DVN/UPOCLT,"Code to reproduce all findings reported in the paper. Data are publicly available for download; see instructions in ""readme.txt"".",2018-01-03T11:48:36Z,Harvard Dataverse,"Mader, Matthias; Schoen, Harald",http://creativecommons.org/publicdomain/zero/1.0
Reproduction files for:  Citizens’ Perceptions of Policy Objectives and Support for Military Action: Looking for Prudence in Germany,doi:10.7910/DVN/ZFAS3Y,https://doi.org/10.7910/DVN/ZFAS3Y,Data and code to reproduce all findings reported in the paper.,2018-01-03T11:33:36Z,Harvard Dataverse,"Mader, Matthias",http://creativecommons.org/publicdomain/zero/1.0
Replication Data for: Resist to Commit: Concrete Campaign Statements and the Need to Clarify a Partisan Reputation,doi:10.7910/DVN/QV7AJH,https://doi.org/10.7910/DVN/QV7AJH,"Data files for reproducing all models in ""Resist to Commit."" The party-election-level data (i.e. ""EL_JOP_RepData.dta"") is the combination of Seki & Williams (2014), ""MPDataset_MPDS2015a.csv"", the Comparative Political Data set (Armingeon et al. 2015), and our measure of manifesto concreteness. This data reproduces the models in the main text and the models in Appendices B & C. Each variable in the data files is described in the data. Separate files exist for reproducing the analyses in Appendix A. Please contact the authors for information regarding the data generating process.",2017-11-27T00:59:25Z,Harvard Dataverse,"Eichorst, Jason; Lin, Nick C.N.",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for ""Borders and Bullies: How Borders shape Perceptions of Security and Foreign Policy Preference""",doi:10.7910/DVN/0K34R2,https://doi.org/10.7910/DVN/0K34R2,These files contain the survey data and necessary information to replicate the analyses presented in the related publication.,2024-01-24T16:08:29Z,Harvard Dataverse,"Carey, Sabine",http://creativecommons.org/publicdomain/zero/1.0
"Replication Data for: A Replication of ""Representative Bureaucracy and the Willingness to Coproduce""",doi:10.7910/DVN/6ZYXML,https://doi.org/10.7910/DVN/6ZYXML,"Replication Data for: A Replication of ""Representative Bureaucracy and the Willingness to Coproduce"" Research on symbolic representation suggests that citizen-state interactions might benefit from public organizations’ representativeness. Recent experiments on symbolic gender representation provide contradictory findings regarding the influence on citizens’ co-production intentions. This study conducts a wide replication based on new data to reexamine the positive impact of symbolic gender representation identified by Riccucci, Van Ryzin, and Li (Public Administration Review 2016; 76(1): 121–130). The applied survey experiment closely resembles the original design aspects. The experiment is set in criminal justice policy, a policy field featuring co-production of core public services such as prisoner rehabilitation. The results do not confirm a positive effect of symbolic gender representation on willingness to co-produce. Instead, several arguments point to citizens’ perceptions of uncertainty related to the co-production context and procedures as a boundary condition for the effects of symbolic gender representation.",2021-04-22T05:17:10Z,Harvard Dataverse,"Sievert, Martin",http://creativecommons.org/publicdomain/zero/1.0
