filename,url,madoc_identifier,title,creators,year,citation
08944393211032950.pdf,https://madoc.bib.uni-mannheim.de/60078/1/08944393211032950.pdf,https://madoc.bib.uni-mannheim.de/60078/,Predicting question difficulty in web surveys: A machine learning approach based on mouse movement features,"Fernández-Fontelo, Amanda; Kieslich, Pascal J.; Henninger, Felix; Kreuter, Frauke; Greven, Sonja",2023,"Fernández-Fontelo, Amanda; Kieslich, Pascal J.; Henninger, Felix; Kreuter, Frauke; Greven, Sonja (2023) “Predicting question difficulty in web surveys: A machine learning approach based on mouse movement features.” https://madoc.bib.uni-mannheim.de/60078/"
0899764019872005.pdf,https://madoc.bib.uni-mannheim.de/54340/1/0899764019872005.pdf,https://madoc.bib.uni-mannheim.de/54340/,Fit themes in volunteering: How do volunteers perceive person-environment fit,"Englert, Benedikt; Helmig, Bernd; Thaler, Julia",2020,"Englert, Benedikt; Helmig, Bernd; Thaler, Julia (2020) “Fit themes in volunteering: How do volunteers perceive person-environment fit.” https://madoc.bib.uni-mannheim.de/54340/"
0942-5403_a000417-1.pdf,https://madoc.bib.uni-mannheim.de/65193/1/0942-5403_a000417-1.pdf,https://madoc.bib.uni-mannheim.de/65193/,Sprachwahrnehmung im Säuglingsalter,"Altvater-Mackensen, Nicole",2023,"Altvater-Mackensen, Nicole (2023) “Sprachwahrnehmung im Säuglingsalter.” https://madoc.bib.uni-mannheim.de/65193/"
0951629820956273.pdf,https://madoc.bib.uni-mannheim.de/56215/1/0951629820956273.pdf,https://madoc.bib.uni-mannheim.de/56215/,"Should I stay or should I go? British voter you got to let me know! Prime Ministers, intra-party conflict, and membership referendums in the British Westminster model","König, Thomas; Lu, Xiao",2020,"König, Thomas; Lu, Xiao (2020) “Should I stay or should I go? British voter you got to let me know! Prime Ministers, intra-party conflict, and membership referendums in the British Westminster model.” https://madoc.bib.uni-mannheim.de/56215/"
0956797619866627.pdf,https://madoc.bib.uni-mannheim.de/50619/1/0956797619866627.pdf,https://madoc.bib.uni-mannheim.de/50619/,"On the limited generality of air pollution and anxiety as causal determinants of unethical behavior: Commentary on Lu, Lee, Gino, & Galinsky (2018)","Heck, Daniel W.; Thielmann, Isabel; Klein, Sina A.; Hilbig, Benjamin E.",2020,"Heck, Daniel W.; Thielmann, Isabel; Klein, Sina A.; Hilbig, Benjamin E. (2020) “On the limited generality of air pollution and anxiety as causal determinants of unethical behavior: Commentary on Lu, Lee, Gino, & Galinsky (2018).” https://madoc.bib.uni-mannheim.de/50619/"
0956797620951115.pdf,https://madoc.bib.uni-mannheim.de/58683/1/0956797620951115.pdf,https://madoc.bib.uni-mannheim.de/58683/,The well-being benefits of person-culture match are contingent on basic personality traits,"Gebauer, Jochen E.; Eck, Jennifer; Entringer, Theresa M.; Bleidorn, Wiebke; Rentfrow, Peter J.; Potter, Jeff; Gosling, Samuel D.",2020,"Gebauer, Jochen E.; Eck, Jennifer; Entringer, Theresa M.; Bleidorn, Wiebke; Rentfrow, Peter J.; Potter, Jeff; Gosling, Samuel D. (2020) “The well-being benefits of person-culture match are contingent on basic personality traits.” https://madoc.bib.uni-mannheim.de/58683/"
1-s2.0-S0001691824002671-main.pdf,https://madoc.bib.uni-mannheim.de/67434/1/1-s2.0-S0001691824002671-main.pdf,https://madoc.bib.uni-mannheim.de/67434/,The survival processing effect in episodic memory in older adults and stroke patients,"Kamp, Siri-Maria; Henrich, Lisa; Walleitner, Ronja; Kroneisen, Meike; Balles, Julia; Dzionsko-Becker, Inga; Hoffmann, Heike; Königs, Sara; Schneiders, Selina; Leisse, Markus; Erdfelder, Edgar",2024,"Kamp, Siri-Maria; Henrich, Lisa; Walleitner, Ronja; Kroneisen, Meike; Balles, Julia; Dzionsko-Becker, Inga; Hoffmann, Heike; Königs, Sara; Schneiders, Selina; Leisse, Markus; Erdfelder, Edgar (2024) “The survival processing effect in episodic memory in older adults and stroke patients.” https://madoc.bib.uni-mannheim.de/67434/"
1-s2.0-S0001691826007493-main.pdf,https://madoc.bib.uni-mannheim.de/72222/1/1-s2.0-S0001691826007493-main.pdf,https://madoc.bib.uni-mannheim.de/72222/,The use of lexico-semantics and gender marking as cues to prediction in L1 and L2 German,"Lorette, Pernelle",2026,"Lorette, Pernelle (2026) “The use of lexico-semantics and gender marking as cues to prediction in L1 and L2 German.” https://madoc.bib.uni-mannheim.de/72222/"
1-s2.0-S0003347224002628-main.pdf,https://madoc.bib.uni-mannheim.de/68481/1/1-s2.0-S0003347224002628-main.pdf,https://madoc.bib.uni-mannheim.de/68481/,How does object play shape tool use emergence? Integrating observations and field experiments in longtailed macaques,"Cenni, Camilla; Nord, Christina; Christie, Jessica B. A.; Wandia, I Nengah; Leca, Jean-Baptiste",2024,"Cenni, Camilla; Nord, Christina; Christie, Jessica B. A.; Wandia, I Nengah; Leca, Jean-Baptiste (2024) “How does object play shape tool use emergence? Integrating observations and field experiments in longtailed macaques.” https://madoc.bib.uni-mannheim.de/68481/"
1-s2.0-S0005796723000384-main.pdf,https://madoc.bib.uni-mannheim.de/65281/1/1-s2.0-S0005796723000384-main.pdf,https://madoc.bib.uni-mannheim.de/65281/,Experimental induction of peritraumatic dissociation: The role of negative affect and pain and their psychophysiological and neural correlates,"Danböck, Sarah K.; Franke, Laila Katharina; Miedl, Stephan Franz; Liedlgruber, Michael; Bürkner, Paul-Christian; Wilhelm, Frank H.",2023,"Danböck, Sarah K.; Franke, Laila Katharina; Miedl, Stephan Franz; Liedlgruber, Michael; Bürkner, Paul-Christian; Wilhelm, Frank H. (2023) “Experimental induction of peritraumatic dissociation: The role of negative affect and pain and their psychophysiological and neural correlates.” https://madoc.bib.uni-mannheim.de/65281/"
1-s2.0-S0005796724001694-main.pdf,https://madoc.bib.uni-mannheim.de/68050/1/1-s2.0-S0005796724001694-main.pdf,https://madoc.bib.uni-mannheim.de/68050/,"Happy 100th anniversary, behavior therapy!","Alpers, Georg W.",2024,"Alpers, Georg W. (2024) “Happy 100th anniversary, behavior therapy!.” https://madoc.bib.uni-mannheim.de/68050/"
1-s2.0-S0005796725000130-main.pdf,https://madoc.bib.uni-mannheim.de/71226/1/1-s2.0-S0005796725000130-main.pdf,https://madoc.bib.uni-mannheim.de/71226/,Effectiveness of cognitive behavioral therapy for adult mental disorders: A large-scale naturalistic study across 29 university outpatient clinics,"Velten, Julia; Christiansen, Hanna; Hoyer, Jürgen; In-Albon, Tina; Lincoln, Tania; Lutz, Wolfgang; Margraf, Jürgen; Schöttke, Henning; Stark, Rudolf; Werheid, Katja; Willutzki, Ulrike; Alpers, Georg W.; Bartholdy, Stephan; Berger, Elisa-Maria; Brakemeier, Eva-Lotta; Bräscher, Anne-Kathrin; Brockmeyer, Timo; Dziobek, Isabel; Fehm, Lydia; Forkmann, Thomas; Glombiewski, Julia; Helbig-Lang, Sylvia; Hermann, Andrea; Kirsch, Anke; Klucken, Tim; Odyniec, Patrizia; Pedersen, Anya; Renneberg, Babette; Rudolph, Almut; Schwartz, Brian; Teismann, Tobias; Wilz, Gabriele; Rubel, Julian A.",2025,"Velten, Julia; Christiansen, Hanna; Hoyer, Jürgen; In-Albon, Tina; Lincoln, Tania; Lutz, Wolfgang; Margraf, Jürgen; Schöttke, Henning; Stark, Rudolf; Werheid, Katja; Willutzki, Ulrike; Alpers, Georg W.; Bartholdy, Stephan; Berger, Elisa-Maria; Brakemeier, Eva-Lotta; Bräscher, Anne-Kathrin; Brockmeyer, Timo; Dziobek, Isabel; Fehm, Lydia; Forkmann, Thomas; Glombiewski, Julia; Helbig-Lang, Sylvia; Hermann, Andrea; Kirsch, Anke; Klucken, Tim; Odyniec, Patrizia; Pedersen, Anya; Renneberg, Babette; Rudolph, Almut; Schwartz, Brian; Teismann, Tobias; Wilz, Gabriele; Rubel, Julian A. (2025) “Effectiveness of cognitive behavioral therapy for adult mental disorders: A large-scale naturalistic study across 29 university outpatient clinics.” https://madoc.bib.uni-mannheim.de/71226/"
1-s2.0-S0005796725002748-main.pdf,https://madoc.bib.uni-mannheim.de/71838/1/1-s2.0-S0005796725002748-main.pdf,https://madoc.bib.uni-mannheim.de/71838/,Instructed increase in fear activation during exposure exercises does not enhance treatment effects of cognitive behavioral therapy for panic disorder and agoraphobia,"Richter, Jan; Hamm, Alfons O.; Lang, Thomas; Gerlach, Alexander L.; Melzig, Christiane A.; Helms, Anne; Droste, Kezia-Lara; Goerigk, Stephan; Straube, Benjamin; Kircher, Tilo; Rief, Winfried; Lueken, Ulrike; Alpers, Georg W.; Helbig-Lang, Sylvia",2026,"Richter, Jan; Hamm, Alfons O.; Lang, Thomas; Gerlach, Alexander L.; Melzig, Christiane A.; Helms, Anne; Droste, Kezia-Lara; Goerigk, Stephan; Straube, Benjamin; Kircher, Tilo; Rief, Winfried; Lueken, Ulrike; Alpers, Georg W.; Helbig-Lang, Sylvia (2026) “Instructed increase in fear activation during exposure exercises does not enhance treatment effects of cognitive behavioral therapy for panic disorder and agoraphobia.” https://madoc.bib.uni-mannheim.de/71838/"
1-s2.0-S0010027719302422-main.pdf,https://madoc.bib.uni-mannheim.de/51533/1/1-s2.0-S0010027719302422-main.pdf,https://madoc.bib.uni-mannheim.de/51533/,The love of large numbers revisited: A coherence model of the popularity bias,"Heck, Daniel W.; Seiling, Lukas; Bröder, Arndt",2020,"Heck, Daniel W.; Seiling, Lukas; Bröder, Arndt (2020) “The love of large numbers revisited: A coherence model of the popularity bias.” https://madoc.bib.uni-mannheim.de/51533/"
1-s2.0-S0010027721004340-main.pdf,https://madoc.bib.uni-mannheim.de/61149/1/1-s2.0-S0010027721004340-main.pdf,https://madoc.bib.uni-mannheim.de/61149/,"""You don't know what this means to me"" – Uncovering idiosyncratic influences on metamemory judgments","Undorf, Monika; Navarro-Báez, Sofia; Bröder, Arndt",2022,"Undorf, Monika; Navarro-Báez, Sofia; Bröder, Arndt (2022) “""You don't know what this means to me"" – Uncovering idiosyncratic influences on metamemory judgments.” https://madoc.bib.uni-mannheim.de/61149/"
1-s2.0-S0010027725000654-main.pdf,https://madoc.bib.uni-mannheim.de/70362/1/1-s2.0-S0010027725000654-main.pdf,https://madoc.bib.uni-mannheim.de/70362/,Evaluating the role of mental sampling in probability judgments: Illogical rankings occur in a predictable manner,"Liu, Xiaotong; Bröder, Arndt; Singmann, Henrik",2025,"Liu, Xiaotong; Bröder, Arndt; Singmann, Henrik (2025) “Evaluating the role of mental sampling in probability judgments: Illogical rankings occur in a predictable manner.” https://madoc.bib.uni-mannheim.de/70362/"
1-s2.0-S0010482522011234-main.pdf,https://madoc.bib.uni-mannheim.de/66409/1/1-s2.0-S0010482522011234-main.pdf,https://madoc.bib.uni-mannheim.de/66409/,Machine understanding surgical actions from intervention procedure textbooks,"Bombieri, Marco; Rospocher, Marco; Ponzetto, Simone Paolo; Fiorini, Paolo",2023,"Bombieri, Marco; Rospocher, Marco; Ponzetto, Simone Paolo; Fiorini, Paolo (2023) “Machine understanding surgical actions from intervention procedure textbooks.” https://madoc.bib.uni-mannheim.de/66409/"
1-s2.0-S0014292120301367-main.pdf,https://madoc.bib.uni-mannheim.de/59137/1/1-s2.0-S0014292120301367-main.pdf,https://madoc.bib.uni-mannheim.de/59137/,Taxing away M&A: Capital gains taxation and acquisition activity,"Todtenhaupt, Maximilian; Voget, Johannes; Feld, Lars P.; Ruf, Martin; Schreiber, Ulrich",2020,"Todtenhaupt, Maximilian; Voget, Johannes; Feld, Lars P.; Ruf, Martin; Schreiber, Ulrich (2020) “Taxing away M&A: Capital gains taxation and acquisition activity.” https://madoc.bib.uni-mannheim.de/59137/"
1-s2.0-S001429212200040X-main.pdf,https://madoc.bib.uni-mannheim.de/66769/1/1-s2.0-S001429212200040X-main.pdf,https://madoc.bib.uni-mannheim.de/66769/,Information campaigns for residential energy conservation,"Andor, Mark A.; Gerster, Andreas; Peters, Jörg",2022,"Andor, Mark A.; Gerster, Andreas; Peters, Jörg (2022) “Information campaigns for residential energy conservation.” https://madoc.bib.uni-mannheim.de/66769/"
1-s2.0-S0014292124000035-main.pdf,https://madoc.bib.uni-mannheim.de/66965/1/1-s2.0-S0014292124000035-main.pdf,https://madoc.bib.uni-mannheim.de/66965/,COVID-19 supply chain disruptions,"Meier, Matthias",2024,"Meier, Matthias (2024) “COVID-19 supply chain disruptions.” https://madoc.bib.uni-mannheim.de/66965/"
1-s2.0-S0014292124000850-main.pdf,https://madoc.bib.uni-mannheim.de/67454/1/1-s2.0-S0014292124000850-main.pdf,https://madoc.bib.uni-mannheim.de/67454/,Labor market effects of monetary policy across workers and firms,"Gulyas, Andreas; Meier, Matthias; Ryzhenkov, Mykola",2024,"Gulyas, Andreas; Meier, Matthias; Ryzhenkov, Mykola (2024) “Labor market effects of monetary policy across workers and firms.” https://madoc.bib.uni-mannheim.de/67454/"
1-s2.0-S0014498324000524-main.pdf,https://madoc.bib.uni-mannheim.de/67980/1/1-s2.0-S0014498324000524-main.pdf,https://madoc.bib.uni-mannheim.de/67980/,(In-kind) Wages and labour relations in the Middle Ages: It’s not (all) about the money,"Claridge, Jordan; Delabastita, Vincent; Gibbs, Spike",2024,"Claridge, Jordan; Delabastita, Vincent; Gibbs, Spike (2024) “(In-kind) Wages and labour relations in the Middle Ages: It’s not (all) about the money.” https://madoc.bib.uni-mannheim.de/67980/"
1-s2.0-S0019850125000422-main.pdf,https://madoc.bib.uni-mannheim.de/69274/1/1-s2.0-S0019850125000422-main.pdf,https://madoc.bib.uni-mannheim.de/69274/,Beyond buying bytes: Complementing agile new product development with an agile procurement process,"Schültken, Ruth; Kokozinski, Steffen; Bode, Christoph",2025,"Schültken, Ruth; Kokozinski, Steffen; Bode, Christoph (2025) “Beyond buying bytes: Complementing agile new product development with an agile procurement process.” https://madoc.bib.uni-mannheim.de/69274/"
1-s2.0-S0019850126000271-main.pdf,https://madoc.bib.uni-mannheim.de/72008/1/1-s2.0-S0019850126000271-main.pdf,https://madoc.bib.uni-mannheim.de/72008/,When do high prices sell better for sustainable products in business-to-business markets? The role of price–sustainability fit,"Huang, Guzi; Lanzrath, Aline; Homburg, Christian",2026,"Huang, Guzi; Lanzrath, Aline; Homburg, Christian (2026) “When do high prices sell better for sustainable products in business-to-business markets? The role of price–sustainability fit.” https://madoc.bib.uni-mannheim.de/72008/"
1-s2.0-S0022053125001607-main.pdf,https://madoc.bib.uni-mannheim.de/71899/1/1-s2.0-S0022053125001607-main.pdf,https://madoc.bib.uni-mannheim.de/71899/,The multiple-volunteers principle,"Goldlücke, Susanne; Tröger, Thomas",2026,"Goldlücke, Susanne; Tröger, Thomas (2026) “The multiple-volunteers principle.” https://madoc.bib.uni-mannheim.de/71899/"
1-s2.0-S0022096524002042-main.pdf,https://madoc.bib.uni-mannheim.de/68179/1/1-s2.0-S0022096524002042-main.pdf,https://madoc.bib.uni-mannheim.de/68179/,The development of children’s and adults’ use of kinematic cues for visual anticipation and verbal prediction of action,"Melzel, Saskia; Altvater-Mackensen, Nicole; Ganglmayer, Kerstin; Müller, Fabian; Steinmassl, Konstantin; Hauf, Petra; Paulus, Markus",2025,"Melzel, Saskia; Altvater-Mackensen, Nicole; Ganglmayer, Kerstin; Müller, Fabian; Steinmassl, Konstantin; Hauf, Petra; Paulus, Markus (2025) “The development of children’s and adults’ use of kinematic cues for visual anticipation and verbal prediction of action.” https://madoc.bib.uni-mannheim.de/68179/"
1-s2.0-S0022103123000458-main.pdf,https://madoc.bib.uni-mannheim.de/68427/1/1-s2.0-S0022103123000458-main.pdf,https://madoc.bib.uni-mannheim.de/68427/,Face-to-face: Three facial features that may turn the scale in close electoral races,"Landwehr, Jan R.; Wänke, Michaela",2023,"Landwehr, Jan R.; Wänke, Michaela (2023) “Face-to-face: Three facial features that may turn the scale in close electoral races.” https://madoc.bib.uni-mannheim.de/68427/"
1-s2.0-S0022103125000873-main.pdf,https://madoc.bib.uni-mannheim.de/71611/1/1-s2.0-S0022103125000873-main.pdf,https://madoc.bib.uni-mannheim.de/71611/,Does protection come at a cost? A random stimuli approach to investigating the (side-)effects of misinformation inoculations,"Spiridonova, Teodora; Stavrova, Olga; Van Beest, Ilja",2025,"Spiridonova, Teodora; Stavrova, Olga; Van Beest, Ilja (2025) “Does protection come at a cost? A random stimuli approach to investigating the (side-)effects of misinformation inoculations.” https://madoc.bib.uni-mannheim.de/71611/"
