filename,02 DOI,03 Citation,05 Data Type by Source,06 Mode of Collection,07 Type of Instrument,11 Data Collector,12 Data Source,13 Data DOI,15 Data availability statement,17 Code citation
0894439320918318.pdf,{'value': '10.1177/0894439320918318'},"{'value': 'Kalleitner, Fabian, Monika Mühlböck, and Bernhard Kittel. ""What’s the Benefit of a Video? The Effect of Nonmaterial Incentives on Response Rate and Bias in Web Surveys."" Social Science Computer Review 40, no. 3 (2022): 700–716. doi:10.1177/0894439320918318'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'web questionnaire'},{'value': 'authors'},{'value': 'not applicable'},{'value': '10.7910/DVN/YDGVJ4'},{'value': 'Replication data are available at Harvard Dataverse at https://doi.org/10.7910/DVN/YDGVJ4'},{'value': 'The full code to reproduce any of the tables and figures in the article is available alongside the replication data at Harvard Dataverse at https://doi.org/10.7910/DVN/YDGVJ4'}
0894439320944118.pdf,{'value': '10.1177/0894439320944118'},"{'value': 'Sebastian Bähr, Georg-Christoph Haas, Florian Keusch, Frauke Kreuter, and Mark Trappmann. ""Missing Data and Other Measurement Quality Issues in Mobile Geolocation Sensor Data."" Social Science Computer Review, 2020. doi: 10.1177/0894439320944118.'}",{'value': 'primary'},{'value': 'Automated data extraction'},{'value': 'IAB-SMART app'},{'value': 'Institute for Employment Research (IAB)'},{'value': 'not applicable'},{'value': ''},{'value': 'Data used in this article are available at the Institute for Employment Research (IAB). Up-to-date access information can be found here: https://www.iab.de/en/daten.aspx.'},{'value': 'The code is available at the Institute for Employment Research (IAB) and will be delivered together with data access (see Section Data Availability).'}
0894439320971233.pdf,{'value': '10.1177/0894439320971233'},"{'value': 'Kern, Christoph, Jan Karem Höhne, Stephan Schlosser, and Melanie Revilla. ""Completion Conditions and Response Behavior in Smartphone Surveys: A Prediction Approach Using Acceleration Data."" Social Science Computer Review 1-19, 2020. doi:10.1177/0894439320971233'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'SurveyMotion (SMotion)'},{'value': 'the authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Data may be accessed on-site at the University of Mannheim by contacting the first author of this article (c. kern@uni-mannheim.de).'},{'value': 'https://github.com/chkern/survey-motion'}
0894439320979951.pdf,{'value': '10.1177/0894439320979951'},"{'value': 'Struminskaya, Bella, Peter Lugtig, Florian Keusch, and Jan Karem Höhne. 2020. ""Augmenting Surveys With Data From Sensors and Apps: Opportunities and Challenges."" Social Science Computer Review 1-13. doi:10.1177/0894439320979951'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
0894439320984131.pdf,{'value': '10.1177/0894439320984131'},"{'value': 'Cornesse, Carina and Ines Schaurer. ""The Long-Term Impact of Different Offline Population Inclusion Strategies in Probability-Based Online Panels: Evidence From the German Internet Panel and the GESIS Panel."" Social Science Computer Review 1-18. doi: 10.1177/0894439320984131.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'online panel'},{'value': 'not applicable'},{'value': 'GIP and GESIS Panel'},{'value': ''},"{'value': 'The GIP and GESIS Panel data are freely available from the GESIS Data Archive for the Social Sciences (GIP: see GESIS, 2020b; GESIS Panel: see GESIS, 2018). To harmonize the GIP and GESIS Panel data (e.g., regarding socio-demographic variables), we in part had to rely on unpublished GIP data. For ethical and data protection reasons, these data cannot be published as scientific use files (SUFs) because such publication would endanger the anonymity of the GIP respondents and nonrespondents. Instead, these data can be accessed at the onsite data access (ODA) facilities of the GIP secure data center (SDC) located at the Collaborative Research Center “Political Economy of Reforms’ (SFB 884), University of Mannheim, B6 30-32 Mannheim, Germany.'}",{'value': ''}
08944393211006059_.pdf,{'value': '10.1177/08944393211006059'},"{'value': 'Cornesse, Carina, Barbara Felderer, Marina Fikel, Ulrich Krieger, and Annelies G. Blom. ""Recruiting a Probability-Based Online Panel via Postal Mail: Experimental Evidence."" Social Science Computer Review 40, no. 5 (2022): 1259–1284. doi:10.1177/08944393211006059'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'recruitment survey and registration survey'},{'value': 'the authors'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
08944393211032950.pdf,{'value': '10.1177/08944393211032950'},"{'value': 'Fernández-Fontelo, Amanda, Pascal J. Kieslich, Felix Henninger, Frauke Kreuter, and Sonja Greven. ""Predicting Question Difficulty in Web Surveys: A Machine Learning Approach Based on Mouse Movement Features."" Social Science Computer Review 41, no. 1 (2023): 141–162. doi:10.1177/08944393211032950.'}",{'value': 'secondary'},{'value': 'Experiment'},{'value': 'mousetrap-web data collection framework'},{'value': 'not applicable'},"{'value': 'Horwitz, Brockhaus et al. (2017) and Horwitz et al. (2019)'}",{'value': ''},{'value': 'Our data are available at the Institute for Employment Research: https://www.iab.de/en/daten.aspx\n\nSupplementary Material\nThe supplementary materials and R codes are available at https://github.com/PascalKieslich/mtdifficulty'},{'value': 'https://github.com/PascalKieslich/mtdifficulty'}
0899764019872005.pdf,{'value': '10.1177/0899764019872005'},"{'value': 'Englert, Benedikt, Julia Thaler, and Bernd Helmig. ""Fit Themes in Volunteering: How Do Volunteers Perceive Person–Environment Fit?"" Nonprofit and Voluntary Sector Quarterly 49, no. 2 (2020): 336–356. doi:10.1177/0899764019872005'}",{'value': 'primary'},{'value': 'Interview'},{'value': 'semistructured interviews'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Supplemental material for this article is available online.'},{'value': ''}
0942-5403_a000417-1.pdf,{'value': '10.1026/0942-5403/a000417'},"{'value': 'Altvater-Mackensen, Nicole. ""Sprachwahrnehmung im Säuglingsalter."" Kindheit und Entwicklung (2023) 32 (3): 131–141. doi:10.1026/0942-5403/a000417'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
0951629820956273.pdf,{'value': '10.1177/0951629820956273'},"{'value': 'König, Thomas and Xiao Lu. ""Should I stay or should I go? British voter you got to let me know! Prime Ministers, intra-party conflict, and membership referendums in the British Westminster model."" Journal of Theoretical Politics, 2020, pp. 1–25. doi: 10.1177/0951629820956273'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
0956797619866627.pdf,{'value': '10.1177/0956797619866627'},"{'value': 'Heck, Daniel W., Isabel Thielmann, Sina A. Klein, and Benjamin E. Hilbig. ""On the Limited Generality of Air Pollution and Anxiety as Causal Determinants of Unethical Behavior: Commentary on Lu, Lee, Gino, and Galinsky (2018)."" Psychological Science, 31, no. 6 (2020): 741-747. doi:10.1177/0956797619866627'}",{'value': 'secondary'},{'value': 'Aggregation'},{'value': 'openly accessible databases'},{'value': 'not applicable'},"{'value': 'UK police, UK Department for Environment, Food & Rural Affairs, and the Office for National Statistics'}",{'value': ''},{'value': 'The data and analysis scripts are available on the Open Science Framework (https://osf.io/k76b2/).'},{'value': 'https://osf.io/k76b2/'}
0956797620951115.pdf,{'value': '10.1177/0956797620951115'},"{'value': 'Gebauer, Jochen E., Jennifer Eck, Theresa M. Entringer, Wiebke Bleidorn, Peter J. Rentfrow, Jeff Potter, and Samuel D. Gosling. ""The Well-Being Benefits of Person-Culture Match Are Contingent on Basic Personality Traits."" Psychological Science, vol. 31, no. 10, 2020, pp. 1283–1293. doi: 10.1177/0956797620951115.'}",{'value': 'secondary'},{'value': 'Self-administered questionnaire'},{'value': 'Gosling-Potter Internet Personality Project (GPIPP)'},{'value': 'not applicable'},{'value': 'Gosling-Potter Internet Personality Project (GPIPP)'},{'value': ''},{'value': 'Additional supporting information can be found at http://journals.sagepub.com/doi/suppl/10.1177/0956797620951115'},{'value': ''}
1-s2.0-S0001691824002671-main.pdf,{'value': 'https://doi.org/10.1016/j.actpsy.2024.104390'},"{'value': 'Kamp, Siri-Maria, Lisa Henrich, Ronja Walleitner, Meike Kroneisen, Julia Balles, Inga Dzionsko-Becker, Heike Hoffmann, Sara Königs, Selina Schneiders, Markus Leisse, and Edgar Erdfelder. ""The survival processing effect in episodic memory in older adults and stroke patients."" Acta Psychologica 248 (2024): 104390. https://doi.org/10.1016/j.actpsy.2024.104390'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'E-Prime'},{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Data sheets and supplementary materials for both experiments are available at https://osf.io/nkb2q/?view_only=77d93dd0c54449f9916ba5c0ea163ab6.'},{'value': ''}
1-s2.0-S0001691826007493-main.pdf,{'value': 'https://doi.org/10.1016/j.actpsy.2026.106948'},"{'value': 'Lorette, Pernelle. ""The use of lexico-semantics and gender marking as cues to prediction in L1 and L2 German."" Acta Psychologica 266 (2026): 106948. https://doi.org/10.1016/j.actpsy.2026.106948'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'eye tracker'},{'value': 'the author'},{'value': 'not applicable'},{'value': ''},"{'value': 'The data, analysis scripts and materials supporting the findings of this study are openly available in OSF at https://osf.io/dg5cq/'}",{'value': 'https://osf.io/dg5cq/'}
1-s2.0-S0003347224002628-main.pdf,{'value': 'https://doi.org/10.1016/j.anbehav.2024.09.001'},"{'value': 'Cenni, Camilla, Christina Nord, Jessica B. A. Christie, I Nengah Wandia, and Jean-Baptiste Leca. ""How does object play shape tool use emergence? Integrating observations and ﬁeld experiments in longtailed macaques."" Animal Behaviour 218 (2024): 239-254. https://doi.org/10.1016/j.anbehav.2024.09.001'}",{'value': 'primary'},{'value': 'Experiment'},{'value': 'puzzle box'},"{'value': 'Camilla Cenni, Jean-Baptiste Leca'}",{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': 'R code is available as Supplementary Material S3eS4'}
1-s2.0-S0005796723000384-main.pdf,{'value': 'https://doi.org/10.1016/j.brat.2023.104289'},"{'value': 'Danböck, Sarah K., Laila K. Franke, Stephan F. Miedl, Michael Liedlgruber, Paul-Christian Bürkner, and Frank H. Wilhelm. ""Experimental induction of peritraumatic dissociation: The role of negative affect and pain and their psychophysiological and neural correlates."" Behaviour Research and Therapy 164 (2023): 104289. https://doi.org/10.1016/j.brat.2023.104289'}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'E-Prime 2.0, Polybench 1.22, Porti 32-channels-amplifier, skin-conductance-amplifier, fMRI scanner (Siemens Magnetom Prisma), Digitimer DS7A'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Data will be made available on request.'},{'value': ''}
1-s2.0-S0005796724001694-main.pdf,{'value': '10.1016/j.brat.2024.104642'},"{'value': 'Alpers, Georg W. ""Happy 100th anniversary, behavior therapy!"" Behaviour Research and Therapy 183 (2024): 104642. https://doi.org/10.1016/j.brat.2024.104642'}",{'value': 'no data'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': 'not applicable'},{'value': ''},{'value': ''},{'value': ''}
1-s2.0-S0005796725000130-main.pdf,{'value': 'https://doi.org/10.1016/j.brat.2025.104691'},"{'value': 'Velten, Julia, Hanna Christiansen, Jürgen Hoyer, Tina In-Albon, Tania Lincoln, Wolfgang Lutz, Jürgen Margraf, Henning Schöttke, Rudolf Stark, Katja Werheid, Ulrike Willutzki, Georg W. Alpers, Stephan Bartholdy, Elisa-Maria Berger, Eva-Lotta Brakemeier, Anne-Kathrin Bräscher, Timo Brockmeyer, Isabel Dziobek, Lydia Fehm, Thomas Forkmann, Julia Glombiewski, Sylvia Helbig-Lang, Andrea Hermann, Anke Kirsch, Tim Klucken, Patrizia Odyniec, Anya Pedersen, Babette Renneberg, Almut Rudolph, Brian Schwartz, Tobias Teismann, Gabriele Wilz, and Julian A. Rubel. ""Effectiveness of cognitive behavioral therapy for adult mental disorders: A large-scale naturalistic study across 29 university outpatient clinics."" Behaviour Research and Therapy 186 (2025): 104691. https://doi.org/10.1016/j.brat.2025.104691'}",{'value': 'primary'},{'value': 'Measurements and tests'},"{'value': 'Brief Symptom Inventory (BSI), Beck Depression Inventory II (BDI), Structured Clinical Interview, Diagnostic Interview for Mental Disorders'}",{'value': 'KODAP initiative'},{'value': 'not applicable'},{'value': '10.1016/j.brat.2025.104691'},{'value': 'Supplementary data to this article can be found online at https://doi. org/10.1016/j.brat.2025.104691. Data availability\nData will be made available on request.'},{'value': ''}
1-s2.0-S0005796725002748-main.pdf,{'value': '10.1016/j.brat.2025.104946'},"{'value': 'Richter, Jan, Alfons O. Hamm, Thomas Lang, Alexander L. Gerlach, Christiane A. Melzig, Anne Helms, Kezia-Lara Droste, Stephan Goerigk, Benjamin Straube, Tilo Kircher, Winfried Rief, Ulrike Lueken, Georg W. Alpers, and Sylvia Helbig-Lang. ""Instructed increase in fear activation during exposure exercises does not enhance treatment effects of cognitive behavioral therapy for panic disorder and agoraphobia."" Behaviour Research and Therapy 197 (2026): 104946. https://doi.org/10.1016/j.brat.2025.104946'}",{'value': 'primary'},{'value': 'Measurements and tests'},"{'value': 'SIGH-A, CGI, PAS, MI, electronic diary'}",{'value': 'authors'},{'value': 'not applicable'},{'value': ''},{'value': 'Supplementary data to this article can be found online at https://doi. org/10.1016/j.brat.2025.104946. Data availability\nThe authors do not have permission to share data.'},{'value': ''}
1-s2.0-S0010027719302422-main.pdf,{'value': '10.1016/j.cognition.2019.104069'},"{'value': 'Heck, Daniel W., Lukas Seiling, and Arndt Bröder. ""The Love of Large Numbers Revisited: A Coherence Model of the Popularity Bias."" Cognition 195 (2020): 104069. https://doi.org/10.1016/j.cognition.2019.104069'}",{'value': 'mixed'},{'value': 'Experiment'},{'value': 'SoSci Survey'},{'value': 'authors'},{'value': 'Powell et al. (2017)'},{'value': ''},{'value': 'Data and R scripts for the analyses are available at the Open Science Framework at https://osf.io/mzb7n/.'},{'value': 'https://osf.io/mzb7n/'}
1-s2.0-S0010027721004340-main.pdf,{'value': 'https://doi.org/10.1016/j.cognition.2021.105011'},"{'value': ""Undorf, Monika, Sofia Navarro-Báez, and Arndt Bröder. “You don't know what this means to me” – Uncovering idiosyncratic influences on metamemory judgments. Cognition 222 (2022): 105011. https://doi.org/10.1016/j.cognition.2021.105011""}",{'value': 'primary'},{'value': 'Experiment'},"{'value': 'story-writing task, personality questionnaire (BFI-10), image-selection task, JOL prompt'}","{'value': 'Monika Undorf, Sofia Navarro-B´aez, Arndt Br¨oder'}",{'value': 'not applicable'},{'value': ''},"{'value': 'All materials, data, and code are publically available at https://osf. io/pd8m2/.'}",{'value': 'https://osf. io/pd8m2/'}
